2024-02-28T15:48:27.078Z	NEW WS	DEKOSETESTINGSTATION03	127.0.0.1:49985
2024-02-28T15:51:11.875Z	REQ IN	0	127.0.0.1:49985	[2,"044712d9-affd-4e9e-adbd-64f861772829","NotifyReport",{"requestId":1717920662,"generatedAt":"2024-02-28T15:51:12.005Z","reportData":[{"component":{"name":"OCPPCommCtrlr"},"variable":{"name":"RetryBackOffRandomRange"},"variableAttribute":[{"type":"Actual","value":"5","persistent":true}],"variableCharacteristics":{"unit":"s","dataType":"integer","minLimit":0.0,"supportsMonitoring":true}},{"component":{"name":"OCPPCommCtrlr"},"variable":{"name":"RetryBackOffRepeatTimes"},"variableAttribute":[{"type":"Actual","value":"5","persistent":true}],"variableCharacteristics":{"dataType":"integer","minLimit":0.0,"supportsMonitoring":true}},{"component":{"name":"OCPPCommCtrlr"},"variable":{"name":"RetryBackOffWaitMinimum"},"variableAttribute":[{"type":"Actual","value":"30","persistent":true}],"variableCharacteristics":{"unit":"s","dataType":"integer","minLimit":0.0,"supportsMonitoring":true}},{"component":{"name":"OCPPCommCtrlr"},"variable":{"name":"UnlockOnEVSideDisconnect"},"variableAttribute":[{"type":"Actual","value":"false","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"OCPPCommCtrlr"},"variable":{"name":"WebSocketPingInterval"},"variableAttribute":[{"type":"Actual","value":"10","persistent":true}],"variableCharacteristics":{"unit":"s","dataType":"integer","minLimit":0.0,"supportsMonitoring":true}},{"component":{"name":"OCPPCommCtrlr"},"variable":{"name":"WebSocketPingTimeout"},"variableAttribute":[{"type":"Actual","value":"0","persistent":true}],"variableCharacteristics":{"unit":"s","dataType":"integer","minLimit":0.0,"supportsMonitoring":true}},{"component":{"name":"ReservationCtrlr"},"variable":{"name":"Available"},"variableAttribute":[{"type":"Actual","value":"true","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"ReservationCtrlr"},"variable":{"name":"Enabled"},"variableAttribute":[{"type":"Actual","value":"true","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"ReservationCtrlr"},"variable":{"name":"NonEvseSpecific"},"variableAttribute":[{"type":"Actual","value":"false","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"SampledDataCtrlr"},"variable":{"name":"Available"},"variableAttribute":[{"type":"Actual","value":"true","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"SampledDataCtrlr"},"variable":{"name":"Enabled"},"variableAttribute":[{"type":"Actual","value":"true","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"SampledDataCtrlr"},"variable":{"name":"SignReadings"},"variableAttribute":[{"type":"Actual","value":"false","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"SampledDataCtrlr"},"variable":{"name":"TxEndedInterval"},"variableAttribute":[{"type":"Actual","value":"0","persistent":true}],"variableCharacteristics":{"unit":"s","dataType":"integer","supportsMonitoring":true}},{"component":{"name":"SampledDataCtrlr"},"variable":{"name":"TxEndedMeasurands"},"variableAttribute":[{"type":"Actual","persistent":true}],"variableCharacteristics":{"dataType":"MemberList","maxLimit":1000.0,"valuesList":"Current.Export,Current.Import,Current.Offered,Energy.Active.Export.Interval,Energy.Active.Export.Register,Energy.Active.Import.Interval,Energy.Active.Import.Register,Energy.Active.Net,Energy.Apparent.Export,Energy.Apparent.Import,Energy.Apparent.Net,Energy.Reactive.Export.Interval,Energy.Reactive.Export.Register,Energy.Reactive.Import.Interval,Energy.Reactive.Import.Register,Energy.Reactive.Net,Frequency,Power.Active.Export,Power.Active.Import,Power.Factor,Power.Offered,Power.Reactive.Export,Power.Reactive.Import,SoC,Voltage","supportsMonitoring":true}},{"component":{"name":"SampledDataCtrlr"},"variable":{"name":"TxStartedMeasurands"},"variableAttribute":[{"type":"Actual","value":"Energy.Active.Import.Register","persistent":true}],"variableCharacteristics":{"dataType":"MemberList","maxLimit":1000.0,"valuesList":"Current.Export,Current.Import,Current.Offered,Energy.Active.Export.Interval,Energy.Active.Export.Register,Energy.Active.Import.Interval,Energy.Active.Import.Register,Energy.Active.Net,Energy.Apparent.Export,Energy.Apparent.Import,Energy.Apparent.Net,Energy.Reactive.Export.Interval,Energy.Reactive.Export.Register,Energy.Reactive.Import.Interval,Energy.Reactive.Import.Register,Energy.Reactive.Net,Frequency,Power.Active.Export,Power.Active.Import,Power.Factor,Power.Offered,Power.Reactive.Export,Power.Reactive.Import,SoC,Voltage","supportsMonitoring":true}},{"component":{"name":"SampledDataCtrlr"},"variable":{"name":"TxUpdatedInterval"},"variableAttribute":[{"type":"Actual","value":"0","persistent":true}],"variableCharacteristics":{"unit":"s","dataType":"integer","supportsMonitoring":true}},{"component":{"name":"SampledDataCtrlr"},"variable":{"name":"TxUpdatedMeasurands"},"variableAttribute":[{"type":"Actual","persistent":true}],"variableCharacteristics":{"dataType":"MemberList","maxLimit":1000.0,"valuesList":"Current.Export,Current.Import,Current.Offered,Energy.Active.Export.Interval,Energy.Active.Export.Register,Energy.Active.Import.Interval,Energy.Active.Import.Register,Energy.Active.Net,Energy.Apparent.Export,Energy.Apparent.Import,Energy.Apparent.Net,Energy.Reactive.Export.Interval,Energy.Reactive.Export.Register,Energy.Reactive.Import.Interval,Energy.Reactive.Import.Register,Energy.Reactive.Net,Frequency,Power.Active.Export,Power.Active.Import,Power.Factor,Power.Offered,Power.Reactive.Export,Power.Reactive.Import,SoC,Voltage","supportsMonitoring":true}},{"component":{"name":"SecurityCtrlr"},"variable":{"name":"AdditionalRootCertificateCheck"},"variableAttribute":[{"type":"Actual","value":"false","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"SecurityCtrlr"},"variable":{"name":"BasicAuthPassword"},"variableAttribute":[{"type":"Actual","value":"6+66NS+qZ:cRk|+=4d:i3iVYE=P-Y73CT0.aX.","mutability":"WriteOnly","persistent":true}],"variableCharacteristics":{"dataType":"string","minLimit":16.0,"maxLimit":40.0,"supportsMonitoring":true}},{"component":{"name":"SecurityCtrlr"},"variable":{"name":"CertificateEntries"},"variableAttribute":[{"type":"Actual","value":"0","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"integer","maxLimit":100.0,"supportsMonitoring":true}}],"tbc":true,"seqNo":4}]
2024-02-28T15:51:11.893Z	RES OUT	0	127.0.0.1:49985	[3,"044712d9-affd-4e9e-adbd-64f861772829",{}]
2024-02-28T15:51:11.930Z	REQ IN	0	127.0.0.1:49985	[2,"8829e995-699e-4133-82e5-d0cf08c4762d","NotifyReport",{"requestId":1717920662,"generatedAt":"2024-02-28T15:51:12.005Z","reportData":[{"component":{"name":"SecurityCtrlr"},"variable":{"name":"Identity"},"variableAttribute":[{"type":"Actual","value":"DEKOSETESTINGSTATION03","persistent":true}],"variableCharacteristics":{"dataType":"string","maxLimit":48.0,"supportsMonitoring":true}},{"component":{"name":"SecurityCtrlr"},"variable":{"name":"MaxCertificateChainSize"},"variableAttribute":[{"type":"Actual","value":"10000","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"integer","maxLimit":10000.0,"supportsMonitoring":true}},{"component":{"name":"SecurityCtrlr"},"variable":{"name":"OrganizationName"},"variableAttribute":[{"type":"Actual","value":"Kostal GmbH","persistent":true}],"variableCharacteristics":{"dataType":"string","supportsMonitoring":true}},{"component":{"name":"SecurityCtrlr"},"variable":{"name":"SecurityProfile"},"variableAttribute":[{"type":"Actual","value":"2","mutability":"ReadOnly","persistent":true}],"variableCharacteristics":{"dataType":"integer","minLimit":0.0,"maxLimit":3.0,"supportsMonitoring":true}},{"component":{"name":"SmartChargingCtrlr"},"variable":{"name":"Available"},"variableAttribute":[{"type":"Actual","value":"true","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"SmartChargingCtrlr"},"variable":{"name":"Enabled"},"variableAttribute":[{"type":"Actual","value":"true","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"SmartChargingCtrlr"},"variable":{"name":"Entries","instance":"ChargingProfiles"},"variableAttribute":[{"type":"Actual","value":"2","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"integer","maxLimit":1000.0,"supportsMonitoring":true}},{"component":{"name":"SmartChargingCtrlr"},"variable":{"name":"LimitChangeSignificance"},"variableAttribute":[{"type":"Actual","value":"0","persistent":true}],"variableCharacteristics":{"dataType":"decimal","supportsMonitoring":true}},{"component":{"name":"SmartChargingCtrlr"},"variable":{"name":"NotifyChargingLimitWithSchedules"},"variableAttribute":[{"type":"Actual","value":"false","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"SmartChargingCtrlr"},"variable":{"name":"PeriodsPerSchedule"},"variableAttribute":[{"type":"Actual","value":"1000","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"integer","supportsMonitoring":true}},{"component":{"name":"SmartChargingCtrlr"},"variable":{"name":"ProfileStackLevel"},"variableAttribute":[{"type":"Actual","value":"100","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"integer","supportsMonitoring":true}},{"component":{"name":"SmartChargingCtrlr"},"variable":{"name":"RateUnit"},"variableAttribute":[{"type":"Actual","value":"A,W","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"MemberList","valuesList":"A,W","supportsMonitoring":true}},{"component":{"name":"TariffCostCtrlr"},"variable":{"name":"Available","instance":"Cost"},"variableAttribute":[{"type":"Actual","value":"false","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"TariffCostCtrlr"},"variable":{"name":"Available","instance":"Tariff"},"variableAttribute":[{"type":"Actual","value":"false","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"TariffCostCtrlr"},"variable":{"name":"Currency"},"variableAttribute":[{"type":"Actual","persistent":true}],"variableCharacteristics":{"dataType":"string","maxLimit":3.0,"supportsMonitoring":true}},{"component":{"name":"TariffCostCtrlr"},"variable":{"name":"Enabled","instance":"Cost"},"variableAttribute":[{"type":"Actual","value":"false","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"TariffCostCtrlr"},"variable":{"name":"Enabled","instance":"Tariff"},"variableAttribute":[{"type":"Actual","value":"false","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"TariffCostCtrlr"},"variable":{"name":"TariffFallbackMessage"},"variableAttribute":[{"type":"Actual","persistent":true}],"variableCharacteristics":{"dataType":"string","maxLimit":255.0,"supportsMonitoring":true}},{"component":{"name":"TariffCostCtrlr"},"variable":{"name":"TotalCostFallbackMessage"},"variableAttribute":[{"type":"Actual","persistent":true}],"variableCharacteristics":{"dataType":"string","maxLimit":255.0,"supportsMonitoring":true}},{"component":{"name":"TxCtrlr"},"variable":{"name":"EVConnectionTimeOut"},"variableAttribute":[{"type":"Actual","value":"60","persistent":true}],"variableCharacteristics":{"unit":"s","dataType":"integer","minLimit":0.0,"maxLimit":300.0,"supportsMonitoring":true}}],"tbc":true,"seqNo":5}]
2024-02-28T15:51:11.946Z	RES OUT	0	127.0.0.1:49985	[3,"8829e995-699e-4133-82e5-d0cf08c4762d",{}]
2024-02-28T15:51:11.994Z	REQ IN	0	127.0.0.1:49985	[2,"254ee8c8-643f-4291-92e8-06ddaf135bec","NotifyReport",{"requestId":1717920662,"generatedAt":"2024-02-28T15:51:12.005Z","reportData":[{"component":{"name":"TxCtrlr"},"variable":{"name":"MaxEnergyOnInvalidId"},"variableAttribute":[{"type":"Actual","value":"0","persistent":true}],"variableCharacteristics":{"unit":"Wh","dataType":"integer","minLimit":0.0,"maxLimit":1000.0,"supportsMonitoring":true}},{"component":{"name":"TxCtrlr"},"variable":{"name":"StopTxOnEVSideDisconnect"},"variableAttribute":[{"type":"Actual","value":"true","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"TxCtrlr"},"variable":{"name":"StopTxOnInvalidId"},"variableAttribute":[{"type":"Actual","value":"true","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"name":"TxCtrlr"},"variable":{"name":"TxStartPoint"},"variableAttribute":[{"type":"Actual","value":"Authorized,EVConnected,EnergyTransfer,PowerPathClosed","persistent":true}],"variableCharacteristics":{"dataType":"MemberList","valuesList":"Authorized,EVConnected,EnergyTransfer,PowerPathClosed","supportsMonitoring":true}},{"component":{"name":"TxCtrlr"},"variable":{"name":"TxStopPoint"},"variableAttribute":[{"type":"Actual","value":"Authorized,EVConnected,EnergyTransfer,PowerPathClosed","persistent":true}],"variableCharacteristics":{"dataType":"MemberList","valuesList":"Authorized,EVConnected,EnergyTransfer,PowerPathClosed","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"AlignedDataCtrlr"},"variable":{"name":"SendDuringIdle"},"variableAttribute":[{"type":"Actual","value":"false","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"ConnectedEV"},"variable":{"name":"ACCurrent","instance":"L1"},"variableAttribute":[{"type":"Actual","value":"0","mutability":"ReadOnly"},{"type":"MinSet","mutability":"ReadOnly"},{"type":"MaxSet","mutability":"ReadOnly"}],"variableCharacteristics":{"unit":"A","dataType":"decimal","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"ConnectedEV"},"variable":{"name":"ACCurrent","instance":"L2"},"variableAttribute":[{"type":"Actual","value":"0","mutability":"ReadOnly"},{"type":"MinSet","mutability":"ReadOnly"},{"type":"MaxSet","mutability":"ReadOnly"}],"variableCharacteristics":{"unit":"A","dataType":"decimal","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"ConnectedEV"},"variable":{"name":"ACCurrent","instance":"L3"},"variableAttribute":[{"type":"Actual","value":"0","mutability":"ReadOnly"},{"type":"MinSet","mutability":"ReadOnly"},{"type":"MaxSet","mutability":"ReadOnly"}],"variableCharacteristics":{"unit":"A","dataType":"decimal","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"ConnectedEV"},"variable":{"name":"ACVoltage","instance":"L1"},"variableAttribute":[{"type":"Actual","value":"234.360397","mutability":"ReadOnly"},{"type":"MaxSet","mutability":"ReadOnly"}],"variableCharacteristics":{"unit":"A","dataType":"decimal","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"ConnectedEV"},"variable":{"name":"ACVoltage","instance":"L2"},"variableAttribute":[{"type":"Actual","value":"236.150024","mutability":"ReadOnly"},{"type":"MaxSet","mutability":"ReadOnly"}],"variableCharacteristics":{"unit":"A","dataType":"decimal","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"ConnectedEV"},"variable":{"name":"ACVoltage","instance":"L3"},"variableAttribute":[{"type":"Actual","value":"233.092682","mutability":"ReadOnly"},{"type":"MaxSet","mutability":"ReadOnly"}],"variableCharacteristics":{"unit":"A","dataType":"decimal","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"ConnectedEV"},"variable":{"name":"Available"},"variableAttribute":[{"type":"Actual","value":"false","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"ConnectedEV"},"variable":{"name":"EnergyImport"},"variableAttribute":[{"type":"Actual","value":"0","mutability":"ReadOnly"},{"type":"Target","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"decimal","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"ConnectedEV"},"variable":{"name":"VehicleId"},"variableAttribute":[{"type":"Actual","value":"","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"string","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"EVSE"},"variable":{"name":"AvailabilityState"},"variableAttribute":[{"type":"Actual","value":"Available","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"OptionList","valuesList":"Available,Faulted,Occupied,Reserved,Unavailable","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"EVSE"},"variable":{"name":"Available"},"variableAttribute":[{"type":"Actual","value":"true","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"EVSE"},"variable":{"name":"CurrentLimit"},"variableAttribute":[{"type":"Actual","value":"16","mutability":"ReadOnly"}],"variableCharacteristics":{"unit":"A","dataType":"decimal","supportsMonitoring":false}},{"component":{"evse":{"id":1},"name":"EVSE"},"variable":{"name":"Enabled"},"variableAttribute":[{"type":"Actual","value":"true","mutability":"ReadOnly","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"EVSE"},"variable":{"name":"EnergyImportRegister"},"variableAttribute":[{"type":"Actual","value":"83771.400452","mutability":"ReadOnly","persistent":true}],"variableCharacteristics":{"unit":"Wh","dataType":"decimal","supportsMonitoring":true}}],"tbc":true,"seqNo":6}]
2024-02-28T15:51:12.020Z	RES OUT	0	127.0.0.1:49985	[3,"254ee8c8-643f-4291-92e8-06ddaf135bec",{}]
2024-02-28T15:51:12.089Z	REQ IN	0	127.0.0.1:49985	[2,"86ed5523-0427-4ae3-96e5-22e694ad4923","NotifyReport",{"requestId":1717920662,"generatedAt":"2024-02-28T15:51:12.005Z","reportData":[{"component":{"evse":{"id":1},"name":"EVSE"},"variable":{"name":"Power"},"variableAttribute":[{"type":"Actual","value":"0","mutability":"ReadOnly"},{"type":"MaxSet","value":"11000","mutability":"ReadOnly"}],"variableCharacteristics":{"unit":"W","dataType":"decimal","maxLimit":11000.0,"supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"EVSE"},"variable":{"name":"PowerLimit"},"variableAttribute":[{"type":"Actual","value":"11000","mutability":"ReadOnly"}],"variableCharacteristics":{"unit":"W","dataType":"decimal","supportsMonitoring":false}},{"component":{"evse":{"id":1},"name":"EVSE"},"variable":{"name":"Problem"},"variableAttribute":[{"type":"Actual","value":"false","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"evse":{"id":1},"name":"EVSE"},"variable":{"name":"SupplyPhases"},"variableAttribute":[{"type":"Actual","value":"3","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"integer","supportsMonitoring":true}},{"component":{"evse":{"id":1,"connectorId":1},"name":"Connector"},"variable":{"name":"AvailabilityState"},"variableAttribute":[{"type":"Actual","value":"Available","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"OptionList","valuesList":"Available,Faulted,Occupied,Reserved,Unavailable","supportsMonitoring":true}},{"component":{"evse":{"id":1,"connectorId":1},"name":"Connector"},"variable":{"name":"Available"},"variableAttribute":[{"type":"Actual","value":"true","mutability":"ReadOnly","constant":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"evse":{"id":1,"connectorId":1},"name":"Connector"},"variable":{"name":"ConnectorType"},"variableAttribute":[{"type":"Actual","value":"cType2","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"string","supportsMonitoring":true}},{"component":{"evse":{"id":1,"connectorId":1},"name":"Connector"},"variable":{"name":"Enabled"},"variableAttribute":[{"type":"Actual","value":"true","mutability":"ReadOnly","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"evse":{"id":1,"connectorId":1},"name":"Connector"},"variable":{"name":"Occupied"},"variableAttribute":[{"type":"Actual","value":"false","mutability":"ReadOnly","persistent":true}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"evse":{"id":1,"connectorId":1},"name":"Connector"},"variable":{"name":"Problem"},"variableAttribute":[{"type":"Actual","value":"false","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"boolean","supportsMonitoring":true}},{"component":{"evse":{"id":1,"connectorId":1},"name":"Connector"},"variable":{"name":"SupplyPhases"},"variableAttribute":[{"type":"Actual","value":"3","mutability":"ReadOnly"}],"variableCharacteristics":{"dataType":"integer","supportsMonitoring":true}}],"tbc":false,"seqNo":7}]
2024-02-28T15:51:12.101Z	RES OUT	0	127.0.0.1:49985	[3,"86ed5523-0427-4ae3-96e5-22e694ad4923",{}]
2024-02-28T15:51:26.876Z	REQ IN	0	127.0.0.1:49985	[2,"f8802bd0-4674-490d-8758-ad8756d60a58","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:51:26.885Z	RES OUT	0	127.0.0.1:49985	[3,"f8802bd0-4674-490d-8758-ad8756d60a58",{"status":"Pending","currentTime":"2024-02-28T15:51:26.884Z","interval":30}]
2024-02-28T15:51:43.389Z	RES IN	0	127.0.0.1:49985	[3,"9994v7U4GMh9MChnU2pUYnE8Mj7f4W",{"setVariableResult":[{"attributeType":"Actual","attributeStatus":"Accepted","component":{"name":"OCPPCommCtrlr"},"variable":{"name":"WebSocketPingInterval"}}]}]
2024-02-28T15:51:56.890Z	REQ IN	0	127.0.0.1:49985	[2,"453b3d2b-8914-401d-9c04-3928bbbb1496","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:51:56.899Z	RES OUT	0	127.0.0.1:49985	[3,"453b3d2b-8914-401d-9c04-3928bbbb1496",{"status":"Pending","currentTime":"2024-02-28T15:51:56.898Z","interval":30}]
2024-02-28T15:51:59.878Z	RES IN	0	127.0.0.1:49985	[3,"1S8j1Q14Mv2YxEzjrWfd4KG9zY1jvr",{"status":"Accepted"}]
2024-02-28T15:52:26.896Z	REQ IN	0	127.0.0.1:49985	[2,"d45c2914-eaeb-4ee2-939c-fbbda2eb9f7d","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:52:26.915Z	RES OUT	0	127.0.0.1:49985	[3,"d45c2914-eaeb-4ee2-939c-fbbda2eb9f7d",{"status":"Pending","currentTime":"2024-02-28T15:52:26.910Z","interval":30}]
2024-02-28T15:52:56.882Z	REQ IN	0	127.0.0.1:49985	[2,"57bb7433-f2c2-4719-be1b-14485d1f74aa","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:52:56.891Z	RES OUT	0	127.0.0.1:49985	[3,"57bb7433-f2c2-4719-be1b-14485d1f74aa",{"status":"Pending","currentTime":"2024-02-28T15:52:56.890Z","interval":30}]
2024-02-28T15:53:26.887Z	REQ IN	0	127.0.0.1:49985	[2,"6752d7a1-5dff-4bbd-a1b2-94cb3df73779","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:53:26.901Z	RES OUT	0	127.0.0.1:49985	[3,"6752d7a1-5dff-4bbd-a1b2-94cb3df73779",{"status":"Pending","currentTime":"2024-02-28T15:53:26.900Z","interval":30}]
2024-02-28T15:53:56.883Z	REQ IN	0	127.0.0.1:49985	[2,"2baaedec-7862-44fc-8033-cc7783485e6f","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:53:56.891Z	RES OUT	0	127.0.0.1:49985	[3,"2baaedec-7862-44fc-8033-cc7783485e6f",{"status":"Pending","currentTime":"2024-02-28T15:53:56.891Z","interval":30}]
2024-02-28T15:54:26.885Z	REQ IN	0	127.0.0.1:49985	[2,"bb3ca13b-b979-4f69-9556-da58168b8293","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:54:26.900Z	RES OUT	0	127.0.0.1:49985	[3,"bb3ca13b-b979-4f69-9556-da58168b8293",{"status":"Pending","currentTime":"2024-02-28T15:54:26.899Z","interval":30}]
2024-02-28T15:54:56.892Z	REQ IN	0	127.0.0.1:49985	[2,"c5a8ad28-3c17-4462-888b-e7a2f70de5c3","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:54:56.910Z	RES OUT	0	127.0.0.1:49985	[3,"c5a8ad28-3c17-4462-888b-e7a2f70de5c3",{"status":"Pending","currentTime":"2024-02-28T15:54:56.909Z","interval":30}]
2024-02-28T15:54:58.143Z	RES IN	0	127.0.0.1:49985	[3,"W33CUQ4GSn86S994Yxt11G23j32j5h",{"status":"Accepted"}]
2024-02-28T15:55:26.894Z	REQ IN	0	127.0.0.1:49985	[2,"5317ae68-35e9-43cc-9cd8-2f561f86112f","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:55:26.911Z	RES OUT	0	127.0.0.1:49985	[3,"5317ae68-35e9-43cc-9cd8-2f561f86112f",{"status":"Pending","currentTime":"2024-02-28T15:55:26.906Z","interval":30}]
2024-02-28T15:55:56.884Z	REQ IN	0	127.0.0.1:49985	[2,"42880e28-358e-4a29-a773-68e0c2ddd83a","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:55:56.893Z	RES OUT	0	127.0.0.1:49985	[3,"42880e28-358e-4a29-a773-68e0c2ddd83a",{"status":"Pending","currentTime":"2024-02-28T15:55:56.892Z","interval":30}]
2024-02-28T15:56:26.897Z	REQ IN	0	127.0.0.1:49985	[2,"e36028fd-e0ee-4dcb-adfc-381c8d69eac4","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:56:26.923Z	RES OUT	0	127.0.0.1:49985	[3,"e36028fd-e0ee-4dcb-adfc-381c8d69eac4",{"status":"Pending","currentTime":"2024-02-28T15:56:26.919Z","interval":30}]
2024-02-28T15:56:56.898Z	REQ IN	0	127.0.0.1:49985	[2,"1d724891-709f-4987-9692-5c08adbaca56","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
